id_pedido,data_pedido,id_cliente,nome_cliente,email_cliente,cidade_cliente,estado_cliente,id_produto,nome_produto,categoria,quantidade,preco_unitario,preco_total,metodo_pagamento,status_pedido,ano,mes,dia_semana
PEDIDO-1119,2025-03-21,CLIENTE-741,Dra. Agatha Dias,leticiateixeira@example.org,Mendes,GO,PRODUTO-8994,Capacete para ciclismo,Esportes,5,120.0,600.0,Cartão De Crédito,Entregue,2025,3,Friday
PEDIDO-1120,2025-09-20,CLIENTE-394,Vicente Gonçalves,cirinoantonella@example.com,Pires,SP,PRODUTO-2480,Pijama,Roupas,1,1532.72,1532.72,Cartão De Crédito,Processando,2025,9,Saturday
PEDIDO-1121,2025-05-22,CLIENTE-406,João Guilherme Duarte,eleao@example.com,Ferreira,AP,PRODUTO-1753,Mouse gamer,Eletrônicos,1,622.07,622.07,Pix,Processando,2025,5,Thursday
PEDIDO-1122,2025-04-23,CLIENTE-643,Luiz Miguel Fonseca,qteixeira@example.net,Ramos Da Prata,AL,PRODUTO-3950,Livros de fantasia,Livros,2,203.99,407.98,Cartão De Débito,Cancelado,2025,4,Wednesday
PEDIDO-1123,2025-06-03,CLIENTE-609,Luna Sales,gferreira@example.org,Alves,ES,PRODUTO-3344,Espelho decorativo,Casa E Decoração,4,1293.91,5175.64,Cartão De Débito,Processando,2025,6,Tuesday
PEDIDO-1124,2025-12-04,CLIENTE-923,Luiz Fernando Alves,larissacunha@example.com,Vasconcelos,DF,PRODUTO-5712,Livros de mistério,Livros,5,358.05,1790.25,Cartão De Débito,Processando,2025,12,Thursday
PEDIDO-1125,2025-10-10,CLIENTE-406,Sr. André Gomes,macedorhavi@example.org,Sampaio,CE,PRODUTO-7951,Mochila esportiva,Esportes,3,940.83,2822.4900000000002,Pix,Entregue,2025,10,Friday
PEDIDO-1126,2025-10-13,CLIENTE-973,Leonardo Pimenta,rael76@example.com,Da Mota Dos Dourados,PB,PRODUTO-2747,Livros de programação,Livros,4,1165.25,4661.0,Transferência,Processando,2025,10,Monday
PEDIDO-1127,2025-05-07,CLIENTE-402,Luiz Miguel Barros,calebe84@example.com,Da Mata,RR,PRODUTO-7484,Câmera digital,Eletrônicos,1,1153.56,1153.56,Cartão De Crédito,Cancelado,2025,5,Wednesday
PEDIDO-1128,2025-06-12,CLIENTE-952,João Miguel Campos,mmelo@example.net,Borges Das Pedras,SE,PRODUTO-4770,Tênis de academia,Calçados,3,477.06,1431.18,Boleto,Cancelado,2025,6,Thursday
PEDIDO-1129,2026-01-19,CLIENTE-873,Srta. Melina Pereira,sfogaca@example.com,Gonçalves,GO,PRODUTO-3240,Luvas de academia,Esportes,1,1811.64,1811.64,Cartão De Crédito,Processando,2026,1,Monday
PEDIDO-1130,2025-07-11,CLIENTE-134,Bruna Camargo,bvasconcelos@example.com,Da Rocha Verde,PI,PRODUTO-6977,Relógio de parede,Casa E Decoração,2,225.76,451.52,Pix,Processando,2025,7,Friday
PEDIDO-1131,2025-12-05,CLIENTE-279,Rael Rios,costelaclara@example.net,Mendes De Das Neves,TO,PRODUTO-3165,Bikinis,Roupas,3,1085.16,3255.4800000000005,Pix,Entregue,2025,12,Friday
PEDIDO-1132,2025-09-24,CLIENTE-944,Marcela Borges,luiz-miguel71@example.com,Souza Verde,MS,PRODUTO-5835,Livros de drama,Livros,3,1618.25,4854.75,Cartão De Débito,Entregue,2025,9,Wednesday
PEDIDO-1133,2025-09-15,CLIENTE-331,Cauã Dias,luiz-felipevargas@example.com,Vargas,GO,PRODUTO-7511,Escova de cabelo,Beleza,3,226.09,678.27,Cartão De Débito,Entregue,2025,9,Monday
PEDIDO-1134,2025-03-29,CLIENTE-226,Dante da Rocha,vinicius07@example.net,Cavalcanti Da Prata,AL,PRODUTO-7038,Livros de mistério,Livros,3,1189.89,3569.67,Pix,Entregue,2025,3,Saturday
PEDIDO-1135,2026-03-06,CLIENTE-582,Mathias Nascimento,gmoreira@example.org,Abreu,SE,PRODUTO-6374,Caixa de som,Eletrônicos,1,1289.04,1289.04,Cartão De Débito,Cancelado,2026,3,Friday
PEDIDO-1136,2025-12-03,CLIENTE-518,Luan Rios,maria-julia19@example.net,Mendes Alegre,MG,PRODUTO-3290,Notebook,Eletrônicos,1,643.51,643.51,Cartão De Débito,Entregue,2025,12,Wednesday
PEDIDO-1137,2025-11-20,CLIENTE-650,Dra. Alícia Ferreira,tandrade@example.net,Marques,RJ,PRODUTO-7367,Roupa íntima,Roupas,3,1357.45,4072.3500000000004,Transferência,Processando,2025,11,Thursday
PEDIDO-1138,2025-09-05,CLIENTE-844,Vitória Ferreira,gbarros@example.com,Rocha,SP,PRODUTO-7797,Blusa,Roupas,4,1250.52,5002.08,Pix,Entregue,2025,9,Friday
PEDIDO-1139,2026-01-26,CLIENTE-322,Mirella Vasconcelos,nfernandes@example.org,Peixoto,AC,PRODUTO-8285,Livros de programação,Livros,3,243.74,731.22,Pix,Cancelado,2026,1,Monday
PEDIDO-1140,2025-06-24,CLIENTE-760,Lavínia Farias,hellena72@example.net,Cassiano Do Campo,TO,PRODUTO-1992,Sapatilha,Calçados,3,420.13,1260.3899999999999,Cartão De Crédito,Processando,2025,6,Tuesday
PEDIDO-1141,2026-02-01,CLIENTE-317,Sr. Benicio das Neves,da-motahellena@example.org,Silveira,PA,PRODUTO-1349,Bola de futebol,Esportes,3,524.96,1574.88,Boleto,Cancelado,2026,2,Sunday
PEDIDO-1142,2025-11-29,CLIENTE-949,Srta. Lavínia Guerra,yasminnovais@example.net,Costa Paulista,AM,PRODUTO-4394,Secador de cabelo,Beleza,2,1635.45,3270.9,Boleto,Processando,2025,11,Saturday
PEDIDO-1143,2025-09-19,CLIENTE-907,Bianca Farias,hadassagoncalves@example.net,Montenegro Da Praia,CE,PRODUTO-1046,Almofada,Casa E Decoração,2,1975.68,3951.36,Transferência,Processando,2025,9,Friday
PEDIDO-1144,2026-02-14,CLIENTE-212,Dr. Thales Sousa,vribeiro@example.com,Da Cruz Do Amparo,MT,PRODUTO-1422,Bola de vôlei,Esportes,1,748.57,748.57,Boleto,Cancelado,2026,2,Saturday
PEDIDO-1145,2026-02-06,CLIENTE-278,Cecilia Mendes,lfogaca@example.com,Pastor,PB,PRODUTO-1858,Bota,Calçados,4,1075.87,4303.48,Cartão De Crédito,Processando,2026,2,Friday
PEDIDO-1146,2025-04-29,CLIENTE-470,Dr. Enrico Fogaça,mathias99@example.org,Da Luz De Fernandes,PB,PRODUTO-2786,Vaso de planta,Casa E Decoração,5,482.02,2410.1,Transferência,Entregue,2025,4,Tuesday
PEDIDO-1147,2025-07-19,CLIENTE-987,Alice Porto,viniciusleao@example.org,Camargo Paulista,TO,PRODUTO-9543,Corda de pular,Esportes,4,1304.51,5218.04,Cartão De Crédito,Entregue,2025,7,Saturday
PEDIDO-1148,2026-01-29,CLIENTE-967,Stephany Machado,salorena@example.org,Correia,PE,PRODUTO-7984,Livros de mistério,Livros,1,1006.02,1006.02,Cartão De Débito,Entregue,2026,1,Thursday
PEDIDO-1149,2025-12-24,CLIENTE-429,Sra. Lívia Andrade,fazevedo@example.org,Costa,RN,PRODUTO-3430,Abajur,Casa E Decoração,2,586.28,1172.56,Transferência,Cancelado,2025,12,Wednesday
PEDIDO-1150,2025-03-25,CLIENTE-490,Yasmin Vargas,nmelo@example.org,Pastor,AP,PRODUTO-9692,Almofada,Casa E Decoração,4,1035.82,4143.28,Cartão De Débito,Entregue,2025,3,Tuesday
PEDIDO-1151,2025-05-20,CLIENTE-217,Cauã Vargas,wfreitas@example.net,Aragão,CE,PRODUTO-4522,Esmalte,Beleza,4,1781.78,7127.12,Cartão De Débito,Processando,2025,5,Tuesday
PEDIDO-1152,2025-06-08,CLIENTE-508,Cecilia Dias,rafaelapereira@example.org,Da Paz Do Galho,SP,PRODUTO-2557,Livros de negócios,Livros,4,659.42,2637.68,Pix,Processando,2025,6,Sunday
PEDIDO-1153,2025-04-15,CLIENTE-803,Sabrina Castro,biancaporto@example.org,Cavalcanti Do Oeste,SE,PRODUTO-2099,Livros de ficção científica,Livros,1,231.8,231.8,Cartão De Crédito,Cancelado,2025,4,Tuesday
PEDIDO-1154,2025-09-12,CLIENTE-931,Vinicius Vieira,ceciliarios@example.org,Lima,RO,PRODUTO-1982,Bikinis,Roupas,5,692.81,3464.0499999999997,Cartão De Crédito,Processando,2025,9,Friday
PEDIDO-1155,2025-05-23,CLIENTE-781,Mathias Cavalcante,dsousa@example.org,Carvalho,RJ,PRODUTO-7929,Condicionador,Beleza,3,1220.8,3662.3999999999996,Pix,Entregue,2025,5,Friday
PEDIDO-1156,2025-05-04,CLIENTE-317,Caleb Siqueira,vieiraana@example.org,Rezende,MG,PRODUTO-8900,Vestido,Roupas,1,732.72,732.72,Transferência,Processando,2025,5,Sunday
PEDIDO-1157,2026-03-02,CLIENTE-385,João Vitor da Rocha,alveslarissa@example.com,Jesus Da Mata,RR,PRODUTO-4705,Organizador de mesa,Casa E Decoração,4,1698.05,6792.2,Transferência,Cancelado,2026,3,Monday
PEDIDO-1158,2025-09-04,CLIENTE-670,Mariana Barbosa,pachecofelipe@example.net,Martins,RS,PRODUTO-5381,Smartphone,Eletrônicos,2,582.88,1165.76,Pix,Processando,2025,9,Thursday
PEDIDO-1159,2025-11-02,CLIENTE-285,João Vitor Martins,vbrito@example.org,Lima De Vieira,RR,PRODUTO-3347,Secador de cabelo,Beleza,4,185.69,742.76,Cartão De Crédito,Entregue,2025,11,Sunday
PEDIDO-1160,2025-08-07,CLIENTE-320,Ayla Nunes,fnascimento@example.com,Novaes,RR,PRODUTO-7878,Mangás,Livros,3,356.95,1070.85,Pix,Cancelado,2025,8,Thursday
PEDIDO-1161,2025-11-02,CLIENTE-681,Breno Ramos,da-cunhaeduarda@example.net,Ramos De Da Cunha,PI,PRODUTO-2391,Prateleira,Casa E Decoração,1,353.38,353.38,Transferência,Entregue,2025,11,Sunday
PEDIDO-1162,2026-01-10,CLIENTE-378,Luiz Felipe Peixoto,wcarvalho@example.com,Ribeiro,GO,PRODUTO-7947,Mangás,Livros,5,911.99,4559.95,Pix,Entregue,2026,1,Saturday
PEDIDO-1163,2025-12-08,CLIENTE-216,João Gabriel Guerra,mathiasvieira@example.org,Da Conceição Do Sul,SE,PRODUTO-8043,Tênis casual,Calçados,3,1372.52,4117.5599999999995,Transferência,Processando,2025,12,Monday
PEDIDO-1164,2026-02-04,CLIENTE-415,Heitor Jesus,lpimenta@example.com,Da Luz De Rocha,DF,PRODUTO-4612,Smart TV,Eletrônicos,5,156.82,784.0999999999999,Boleto,Processando,2026,2,Wednesday
PEDIDO-1165,2025-07-17,CLIENTE-885,Sr. Thomas Jesus,valentimpeixoto@example.com,Albuquerque,DF,PRODUTO-5186,Saia,Roupas,3,283.97,851.9100000000001,Cartão De Débito,Cancelado,2025,7,Thursday
PEDIDO-1166,2025-06-09,CLIENTE-232,Luigi Moura,aurora23@example.com,Sales De Fogaça,AM,PRODUTO-9725,Livros de drama,Livros,2,1025.51,2051.02,Pix,Entregue,2025,6,Monday
PEDIDO-1167,2025-05-16,CLIENTE-859,Brenda da Cunha,ramosbrenda@example.com,Gomes,PA,PRODUTO-8147,Smartphone,Eletrônicos,4,1846.27,7385.08,Pix,Cancelado,2025,5,Friday
PEDIDO-1168,2025-12-21,CLIENTE-514,André Pastor,nuneslais@example.org,Ramos,PI,PRODUTO-7843,Corda de pular,Esportes,1,839.81,839.81,Pix,Entregue,2025,12,Sunday
PEDIDO-1169,2025-05-07,CLIENTE-732,Gael Siqueira,renannogueira@example.org,Ramos,MT,PRODUTO-6928,Livros de ficção científica,Livros,4,1696.74,6786.96,Boleto,Processando,2025,5,Wednesday
PEDIDO-1170,2025-03-14,CLIENTE-636,Emanuel Castro,yuricampos@example.net,Sampaio,RR,PRODUTO-7484,SSD,Eletrônicos,3,482.07,1446.21,Boleto,Entregue,2025,3,Friday
PEDIDO-1171,2026-01-08,CLIENTE-216,André Silveira,vpastor@example.com,Albuquerque De Casa Grande,PB,PRODUTO-9355,Espelho decorativo,Casa E Decoração,3,734.64,2203.92,Boleto,Entregue,2026,1,Thursday
PEDIDO-1172,2025-04-22,CLIENTE-362,Maria Vitória Vasconcelos,hfernandes@example.org,Cardoso,RS,PRODUTO-3842,Jaqueta,Roupas,1,395.43,395.43,Cartão De Débito,Processando,2025,4,Tuesday
PEDIDO-1173,2025-09-27,CLIENTE-878,Bruno Nogueira,gaelda-luz@example.com,Caldeira,GO,PRODUTO-8354,Velas aromáticas,Casa E Decoração,5,1303.83,6519.15,Transferência,Processando,2025,9,Saturday
PEDIDO-1174,2025-12-25,CLIENTE-742,Gael Almeida,cardosovinicius@example.net,Nogueira De Albuquerque,AP,PRODUTO-3473,Scarpin,Calçados,1,964.4,964.4,Pix,Processando,2025,12,Thursday
PEDIDO-1175,2025-08-02,CLIENTE-460,Kamilly Santos,tmacedo@example.org,Pimenta Das Flores,RJ,PRODUTO-2215,Almofada,Casa E Decoração,4,931.23,3724.92,Cartão De Crédito,Processando,2025,8,Saturday
PEDIDO-1176,2025-07-26,CLIENTE-178,Daniel Costela,vfreitas@example.net,Moreira De Minas,SE,PRODUTO-2479,Skate,Esportes,5,1038.78,5193.9,Cartão De Débito,Cancelado,2025,7,Saturday
PEDIDO-1177,2025-08-17,CLIENTE-910,Maria Alice Costela,barrosenzo@example.com,Borges Do Amparo,SE,PRODUTO-1672,Luvas de academia,Esportes,5,1321.08,6605.4,Pix,Cancelado,2025,8,Sunday
PEDIDO-1178,2025-05-20,CLIENTE-254,Julia da Cruz,aylapeixoto@example.net,Mendes De Pereira,AM,PRODUTO-8381,Tablet,Eletrônicos,3,1965.65,5896.950000000001,Cartão De Crédito,Cancelado,2025,5,Tuesday
PEDIDO-1179,2025-06-30,CLIENTE-140,Luiz Otávio Martins,lucas-gabrielvieira@example.org,Da Mata Da Serra,ES,PRODUTO-8172,Roupa íntima,Roupas,5,1069.36,5346.799999999999,Boleto,Processando,2025,6,Monday
PEDIDO-1180,2025-11-02,CLIENTE-389,Thiago Vasconcelos,aliciagoncalves@example.com,Moura,AP,PRODUTO-7697,Histórias em quadrinho,Livros,3,1373.85,4121.549999999999,Cartão De Crédito,Cancelado,2025,11,Sunday
PEDIDO-1181,2026-02-05,CLIENTE-167,Antonella da Costa,ninasilveira@example.org,Barros De Cardoso,MS,PRODUTO-2548,Tênis de corrida,Calçados,4,604.09,2416.36,Transferência,Entregue,2026,2,Thursday
PEDIDO-1182,2025-10-07,CLIENTE-696,Alexandre da Mata,nogueirabenjamin@example.com,Vargas,PA,PRODUTO-3317,Tapete de yoga,Esportes,3,1937.01,5811.03,Cartão De Débito,Entregue,2025,10,Tuesday
PEDIDO-1183,2025-06-04,CLIENTE-186,João Gabriel Borges,raquelgoncalves@example.net,Nogueira,PI,PRODUTO-7171,Coturno,Calçados,3,1635.71,4907.13,Transferência,Entregue,2025,6,Wednesday
PEDIDO-1184,2025-09-21,CLIENTE-533,Rafaela Macedo,fonsecasophia@example.net,Moraes Grande,AL,PRODUTO-6928,Luminária,Casa E Decoração,3,652.29,1956.87,Boleto,Processando,2025,9,Sunday
PEDIDO-1185,2025-08-14,CLIENTE-597,Maria Vitória Duarte,goncalvesravi-lucca@example.net,Casa Grande Da Praia,PI,PRODUTO-4711,Jaqueta,Roupas,2,200.47,400.94,Cartão De Crédito,Cancelado,2025,8,Thursday
PEDIDO-1186,2025-08-03,CLIENTE-955,Julia Garcia,luanapereira@example.com,Borges,MS,PRODUTO-9626,Bola de futebol,Esportes,3,1758.97,5276.91,Transferência,Entregue,2025,8,Sunday
PEDIDO-1187,2026-02-04,CLIENTE-257,Srta. Maria Júlia da Paz,camargocaleb@example.net,Da Mota,PB,PRODUTO-3962,Moletom,Roupas,4,135.2,540.8,Pix,Cancelado,2026,2,Wednesday
PEDIDO-1188,2025-08-31,CLIENTE-554,Dr. Eduardo Santos,ida-luz@example.com,Sales,AL,PRODUTO-5668,Organizador de mesa,Casa E Decoração,4,506.31,2025.24,Boleto,Processando,2025,8,Sunday
PEDIDO-1189,2025-05-23,CLIENTE-903,Sr. Theo Sousa,osiqueira@example.com,Nogueira,CE,PRODUTO-4178,Livros de negócios,Livros,5,1969.66,9848.300000000001,Cartão De Débito,Processando,2025,5,Friday
PEDIDO-1190,2026-03-03,CLIENTE-614,Mateus Correia,eloahbrito@example.org,Leão,MG,PRODUTO-7859,Quadro decorativo,Casa E Decoração,2,1612.46,3224.92,Boleto,Processando,2026,3,Tuesday
PEDIDO-1191,2025-04-21,CLIENTE-592,Dra. Maria Luísa Leão,kamillypacheco@example.net,Martins,AM,PRODUTO-7081,Escova de cabelo,Beleza,1,1437.23,1437.23,Transferência,Entregue,2025,4,Monday
PEDIDO-1192,2025-03-19,CLIENTE-881,Mariah Novaes,davi-luizcamara@example.org,Casa Grande,RO,PRODUTO-5469,Roupa íntima,Roupas,5,337.33,1686.6499999999999,Cartão De Débito,Entregue,2025,3,Wednesday
PEDIDO-1193,2025-06-19,CLIENTE-327,Danilo Alves,helena34@example.net,Castro,CE,PRODUTO-8391,Extensão de cílios,Beleza,1,859.05,859.05,Cartão De Débito,Cancelado,2025,6,Thursday
PEDIDO-1194,2025-03-27,CLIENTE-495,Mariana Alves,fariasisaque@example.net,Azevedo,RJ,PRODUTO-7142,Caixa de som,Eletrônicos,1,671.44,671.44,Cartão De Crédito,Cancelado,2025,3,Thursday
PEDIDO-1195,2025-03-30,CLIENTE-910,Júlia Sales,josuemelo@example.com,Ramos De Oliveira,AC,PRODUTO-3254,Calça Jeans,Roupas,3,1838.92,5516.76,Cartão De Débito,Cancelado,2025,3,Sunday
PEDIDO-1196,2026-02-01,CLIENTE-877,Lunna Cassiano,tlopes@example.com,Andrade,SE,PRODUTO-8685,Luvas de academia,Esportes,5,60.24,301.2,Cartão De Crédito,Entregue,2026,2,Sunday
PEDIDO-1197,2025-04-03,CLIENTE-955,Melissa da Conceição,piresmanuella@example.org,Pereira Grande,PI,PRODUTO-9991,Casaco,Roupas,4,266.81,1067.24,Pix,Entregue,2025,4,Thursday
PEDIDO-1198,2025-04-03,CLIENTE-148,Eduarda da Mata,julianamoraes@example.com,Macedo De Rodrigues,GO,PRODUTO-7878,Roupa íntima,Roupas,1,266.17,266.17,Cartão De Débito,Cancelado,2025,4,Thursday
PEDIDO-1199,2025-04-17,CLIENTE-747,Lavínia Carvalho,rezendesofia@example.com,Cavalcanti Verde,RN,PRODUTO-4963,Relógio de parede,Casa E Decoração,2,617.98,1235.96,Cartão De Crédito,Cancelado,2025,4,Thursday
PEDIDO-1200,2025-03-22,CLIENTE-684,Lara Cardoso,pachecoanthony@example.com,Pereira,RN,PRODUTO-4068,Livros de mistério,Livros,1,1070.79,1070.79,Pix,Entregue,2025,3,Saturday
PEDIDO-1201,2025-04-04,CLIENTE-657,Otto da Cruz,viniciusborges@example.net,Pires,MA,PRODUTO-9316,Planta artificial,Casa E Decoração,1,811.38,811.38,Cartão De Débito,Entregue,2025,4,Friday
PEDIDO-1202,2025-04-17,CLIENTE-482,Rafaela Moraes,henry-gabriel64@example.org,Da Paz,BA,PRODUTO-1266,Sapato social,Calçados,1,722.36,722.36,Cartão De Crédito,Cancelado,2025,4,Thursday
PEDIDO-1203,2025-07-13,CLIENTE-440,Emanuelly Ferreira,ferreiraliam@example.org,Gonçalves,CE,PRODUTO-1726,Blusa de frio,Roupas,5,710.17,3550.85,Boleto,Cancelado,2025,7,Sunday
PEDIDO-1204,2025-06-19,CLIENTE-812,João Lucas Melo,eloa29@example.com,Da Mota Verde,AM,PRODUTO-3986,Histórias em quadrinho,Livros,2,173.05,346.1,Cartão De Débito,Entregue,2025,6,Thursday
PEDIDO-1205,2025-03-28,CLIENTE-144,Antony Pereira,das-nevesmaria-vitoria@example.com,Câmara,AM,PRODUTO-4268,Condicionador,Beleza,3,1870.07,5610.21,Transferência,Processando,2025,3,Friday
PEDIDO-1206,2025-10-31,CLIENTE-656,Kevin da Cruz,larissaabreu@example.net,Pimenta,MT,PRODUTO-5150,Livros de romance,Livros,2,607.92,1215.84,Cartão De Crédito,Cancelado,2025,10,Friday
PEDIDO-1207,2026-02-18,CLIENTE-227,Isabella Vasconcelos,ymacedo@example.net,Andrade De Alves,RR,PRODUTO-7029,Esmalte,Beleza,4,1499.45,5997.8,Cartão De Débito,Processando,2026,2,Wednesday
PEDIDO-1208,2025-04-14,CLIENTE-608,Sra. Luiza Nascimento,carlos-eduardopinto@example.net,Cirino,AC,PRODUTO-9151,Tapete de yoga,Esportes,5,570.11,2850.55,Cartão De Crédito,Cancelado,2025,4,Monday
PEDIDO-1209,2026-03-11,CLIENTE-540,Mathias Abreu,siqueiramatheus@example.net,Monteiro Dos Dourados,AC,PRODUTO-3956,Planta artificial,Casa E Decoração,3,676.36,2029.08,Cartão De Crédito,Processando,2026,3,Wednesday
PEDIDO-1210,2025-08-24,CLIENTE-413,Pedro Lucas Pinto,jandrade@example.net,Fogaça,MT,PRODUTO-7981,Livros de fantasia,Livros,4,735.52,2942.08,Cartão De Crédito,Cancelado,2025,8,Sunday
PEDIDO-1211,2025-06-18,CLIENTE-461,Dra. Maria Clara Pinto,eduarda86@example.net,Pacheco Dos Dourados,AL,PRODUTO-8126,Almofada,Casa E Decoração,1,196.33,196.33,Cartão De Débito,Processando,2025,6,Wednesday
PEDIDO-1212,2025-08-16,CLIENTE-867,Sophia Caldeira,riosrodrigo@example.org,Guerra Da Serra,PA,PRODUTO-3621,Bola de futebol,Esportes,2,1704.91,3409.82,Cartão De Débito,Entregue,2025,8,Saturday
PEDIDO-1213,2025-06-09,CLIENTE-341,Davi Albuquerque,wcostela@example.com,Da Rosa,MG,PRODUTO-7001,Extensão de cílios,Beleza,4,1901.46,7605.84,Cartão De Crédito,Cancelado,2025,6,Monday
PEDIDO-1214,2025-06-13,CLIENTE-560,Anthony Silva,araujoyan@example.net,Lopes,SE,PRODUTO-7095,Scarpin,Calçados,1,1169.15,1169.15,Transferência,Processando,2025,6,Friday
PEDIDO-1215,2025-11-10,CLIENTE-765,Emanuel Cardoso,jfernandes@example.org,Ramos Das Pedras,SE,PRODUTO-5089,Tênis casual,Calçados,1,1484.57,1484.57,Cartão De Débito,Cancelado,2025,11,Monday
PEDIDO-1216,2025-12-02,CLIENTE-675,Ana Julia Campos,nda-luz@example.com,Machado,RR,PRODUTO-5288,Câmera digital,Eletrônicos,4,468.41,1873.64,Transferência,Processando,2025,12,Tuesday
PEDIDO-1217,2025-12-04,CLIENTE-602,Isadora Pereira,liz40@example.com,Viana Grande,MA,PRODUTO-3009,Jaqueta,Roupas,1,931.48,931.48,Cartão De Débito,Entregue,2025,12,Thursday
PEDIDO-1218,2026-03-03,CLIENTE-965,Augusto Nunes,ana01@example.com,Rezende,RO,PRODUTO-6692,Tênis casual,Calçados,5,1107.23,5536.15,Pix,Entregue,2026,3,Tuesday
PEDIDO-1219,2025-04-25,CLIENTE-817,Luiza Marques,isabelmartins@example.com,Marques De Minas,RO,PRODUTO-3852,Raquete de tênis,Esportes,3,1042.07,3126.21,Cartão De Crédito,Entregue,2025,4,Friday
PEDIDO-1220,2025-06-11,CLIENTE-342,Elisa Guerra,qcardoso@example.net,Cavalcanti,ES,PRODUTO-9094,Shampoo,Beleza,3,1130.34,3391.0199999999995,Pix,Processando,2025,6,Wednesday
PEDIDO-1221,2025-12-03,CLIENTE-664,Cecília Pires,pachecomarcela@example.net,Da Mota,AP,PRODUTO-2412,Vestido,Roupas,3,826.41,2479.23,Cartão De Débito,Cancelado,2025,12,Wednesday
PEDIDO-1222,2025-10-15,CLIENTE-519,Kaique Cirino,luan59@example.net,Andrade Da Serra,PA,PRODUTO-2208,Perfume,Beleza,3,1302.56,3907.68,Cartão De Débito,Processando,2025,10,Wednesday
PEDIDO-1223,2025-12-06,CLIENTE-452,Liz da Costa,oda-luz@example.org,Silva,TO,PRODUTO-3981,Jaqueta,Roupas,4,1030.58,4122.32,Cartão De Crédito,Entregue,2025,12,Saturday
PEDIDO-1224,2025-08-11,CLIENTE-411,Isabel Moraes,omontenegro@example.com,Dias,PE,PRODUTO-3653,Shorts,Roupas,2,724.75,1449.5,Transferência,Processando,2025,8,Monday
PEDIDO-1225,2025-07-25,CLIENTE-356,Srta. Maria Clara Albuquerque,fda-mata@example.net,Guerra,CE,PRODUTO-5496,Jaqueta,Roupas,3,1248.14,3744.42,Cartão De Crédito,Cancelado,2025,7,Friday
PEDIDO-1226,2026-01-11,CLIENTE-706,Luiz Fernando Leão,oliverda-mata@example.com,Cavalcanti,PI,PRODUTO-3526,Quadro decorativo,Casa E Decoração,5,1455.23,7276.15,Transferência,Processando,2026,1,Sunday
PEDIDO-1227,2025-07-25,CLIENTE-677,Ana Sophia Pires,bruno19@example.com,Fernandes,RO,PRODUTO-1464,Fone de ouvido,Eletrônicos,1,1899.67,1899.67,Transferência,Processando,2025,7,Friday
PEDIDO-1228,2025-08-02,CLIENTE-885,Samuel Casa Grande,scasa-grande@example.com,Rios,MA,PRODUTO-7825,Porta-retratos,Casa E Decoração,1,1021.17,1021.17,Transferência,Processando,2025,8,Saturday
PEDIDO-1229,2025-09-12,CLIENTE-409,Dra. Esther Nogueira,moreiraolivia@example.com,Brito Da Praia,MG,PRODUTO-5012,Histórias em quadrinho,Livros,4,630.0,2520.0,Cartão De Crédito,Cancelado,2025,9,Friday
PEDIDO-1230,2025-10-05,CLIENTE-550,Mateus Vargas,davi-lucasda-paz@example.com,Leão,RR,PRODUTO-8933,Mangás,Livros,2,713.38,1426.76,Boleto,Processando,2025,10,Sunday
PEDIDO-1231,2025-09-12,CLIENTE-426,Isaque da Paz,murilofreitas@example.com,Da Conceição Alegre,RR,PRODUTO-6658,Faixa elástica de treino,Esportes,2,1533.3,3066.6,Transferência,Cancelado,2025,9,Friday
PEDIDO-1232,2025-06-16,CLIENTE-347,Sr. Gael Henrique Montenegro,theo20@example.net,Azevedo,PB,PRODUTO-3007,Livros de distopia,Livros,4,533.44,2133.76,Cartão De Crédito,Entregue,2025,6,Monday
PEDIDO-1233,2025-12-03,CLIENTE-493,Sofia Freitas,mendoncaian@example.com,Da Conceição,RO,PRODUTO-7850,Batom,Beleza,2,1636.28,3272.56,Transferência,Cancelado,2025,12,Wednesday
PEDIDO-1234,2025-06-08,CLIENTE-881,Isaac Camargo,heitoralbuquerque@example.com,Rios Do Campo,RR,PRODUTO-9163,Casaco,Roupas,4,1022.58,4090.32,Pix,Processando,2025,6,Sunday
PEDIDO-1235,2025-11-19,CLIENTE-502,Sr. Guilherme Fogaça,yuridas-neves@example.com,Cidade Não Informada,MA,PRODUTO-5609,Controle de videogame,Eletrônicos,1,1770.56,1770.56,Cartão De Débito,Processando,2025,11,Wednesday
PEDIDO-1236,2025-06-22,CLIENTE-967,Lucca Pires,cgarcia@example.net,Casa Grande,AL,PRODUTO-8060,Carregador,Eletrônicos,3,1468.64,4405.92,Cartão De Débito,Processando,2025,6,Sunday
PEDIDO-1237,2025-06-22,CLIENTE-152,Rafaela Ribeiro,email@naoinformado.com,Da Luz Da Serra,XX,PRODUTO-8378,Organizador de mesa,Casa E Decoração,1,595.46,595.46,Transferência,Entregue,2025,6,Sunday
PEDIDO-1238,2025-03-20,CLIENTE-199,Olivia Vasconcelos,nunessophia@example.com,Fonseca Do Campo,GO,PRODUTO-7114,Histórias em quadrinho,Livros,3,1137.77,3413.31,Pix,Entregue,2025,3,Thursday
PEDIDO-1239,2026-03-03,CLIENTE-621,Sara Mendes,vitoriada-rosa@example.org,Caldeira De Silveira,CE,PRODUTO-9193,Livros de romance,Livros,1,125.88,125.88,Pix,Processando,2026,3,Tuesday
